sgRNA	Gene	MDA-MB-231-Reference	MDA-MB-231-Baseline	MDA-MB-231-Vehicle-1	MDA-MB-231-Vehicle-2	MDA-MB-231-Cpd-1	MDA-MB-231-Cpd-2
sg_56271_2	BEX4	1459	1552	1193	856	887	408
sg_100462977_2	MTRNR2L1	2521	1796	298	543	477	186
sg_57187_3	THOC2	2893	2561	1675	2564	2487	2553
sg_55165_2	CEP55	1702	2561	1940	2139	2576	3120
sg_391104_2	VHLL	3294	3990	4457	5027	5051	4879
sg_9798_1	IST1	3511	1502	240	224	632	253
sg_51552_4	RAB14	1324	983	269	436	591	465
sg_7490_1	WT1	3058	3655	3579	4792	4063	4813
sg_811_1	CALR	2185	2573	2564	4502	2308	3111
sg_8449_1	DHX16	2190	1828	1210	1319	1972	1256
sg_NTC_588	Non_Targeting_Control_588	2079	2940	19289	20816	15753	16478
sg_11275_1	KLHL2	2003	2583	2156	3063	3739	4207
sg_NTC_241	Non_Targeting_Control_241	3370	5234	8960	12501	9253	9277
sg_124997_1	WDR81	2782	3196	2909	4989	4367	3640
sg_6767_3	ST13	2917	3502	4994	8605	5524	7308
sg_10801_2	SEPT9	3279	2702	1888	3716	2182	2525
sg_NTC_862	Non_Targeting_Control_862	3097	4559	24825	28799	26842	23377
sg_27128_2	CYTH4	2332	3219	2128	4531	3433	4316
sg_57533_4	TBC1D14	3288	3793	4010	6493	3662	7172
sg_3219_2	HOXB9	977	882	445	1859	250	693
sg_84913_2	ATOH8	548	805	562	911	891	997
sg_390243_2	IZUMO1R	1802	2095	1281	1381	1384	1014
sg_149069_1	DCDC2B	805	991	1034	1745	1071	957
sg_167127_1	UGT3A2	2628	2828	5634	4877	5619	5362
sg_5816_4	PVALB	2273	2693	1942	3508	3447	2877
sg_1147_4	CHUK	711	864	981	672	2251	1073
sg_90589_3	ZNF625	4465	5456	6537	11836	8059	8309
sg_221496_2	LEMD2	1645	1447	1316	2982	1819	3047
sg_83597_1	RTP3	2021	1888	1010	1961	2030	1709
sg_160857_1	CCDC122	1587	1628	728	1851	1647	1336
sg_84436_2	ZNF528	3833	4089	3825	5272	5027	4351
sg_80736_1	SLC44A4	3144	3788	4194	4740	4388	8298
sg_7498_3	XDH	1677	1614	2780	2678	3003	4107
sg_533_3	ATP6V0B	1697	493	75	1	13	72
sg_6605_2	SMARCE1	2523	2109	147	329	72	753
sg_101_1	ADAM8	2523	3345	3414	3032	4416	4866
sg_84071_1	ARMC2	1454	1223	1125	2116	524	992
sg_NTC_67	Non_Targeting_Control_67	3828	5233	7327	11208	8692	11365
sg_135644_3	TRIM40	909	965	477	362	408	474
sg_23308_2	ICOSLG	2275	2631	1671	4514	3794	2888
sg_51371_1	POMP	2173	766	595	343	642	478
sg_64792_2	IFT22	1397	1829	1902	3698	2390	2479
sg_151246_4	SGOL2	1620	1303	653	1511	968	317
sg_64925_4	CCDC71	2690	2549	2007	2083	1801	2021
sg_8337_2	HIST2H2AA3	3892	3991	2993	4551	2868	3219
sg_220074_4	LRTOMT	397	563	395	1433	360	553
sg_59307_4	SIGIRR	1948	3224	4602	6163	4913	4981
sg_8840_4	WISP1	1422	1588	1262	1809	1201	1824
sg_9349_1	RPL23	1219	353	101	60	124	44
sg_654483_2	BOLA2B	2799	2779	1775	2495	2812	3278
sg_3048_1	HBG2	1862	2583	4014	5258	3094	8470
sg_57102_1	C12orf4	2140	2688	2865	4756	2795	4831
sg_64762_4	GAREM	2224	2311	1873	3597	2453	3262
sg_701_4	BUB1B	1681	1145	14	156	104	4
sg_55778_1	ZNF839	2176	2605	2983	5788	4180	3315
sg_8431_1	NR0B2	732	895	580	860	1057	1192
sg_340595_4	ZCCHC16	738	823	255	1279	822	982
sg_23389_2	MED13L	1587	1356	2234	3549	2849	2349
sg_2010_3	EMD	1171	1679	1392	2111	2392	1946
sg_84193_3	SETD3	1154	1738	1071	1275	868	1220
sg_2116_4	ETV2	2144	2540	1351	3396	1960	1126
sg_393046_3	OR2A5	3460	3577	3322	5694	3869	3850
sg_285671_1	RNF180	3246	3553	2393	3493	1209	1797
sg_29945_4	ANAPC4	2387	1130	619	1823	992	627
sg_7070_4	THY1	3179	3826	2281	4356	3515	3482
sg_54431_4	DNAJC10	1212	1204	938	2141	1463	1369
sg_9586_4	CREB5	1910	2274	1804	2822	3153	1950
sg_414152_2	C10orf105	3569	5066	5273	8629	5120	8463
sg_345274_3	SLC10A6	3236	3823	3669	9279	4796	3617
sg_29107_1	NXT1	2613	2753	1129	2091	1188	1349
sg_254263_3	CNIH2	3816	4432	4845	6183	4613	6051
sg_4131_2	MAP1B	1180	1245	1996	1307	1130	1390
sg_4848_3	CNOT2	1156	663	114	829	288	960
sg_25843_4	MOB4	1507	851	126	208	185	76
sg_728279_3	KRTAP2-2	1009	332	2	0	5	0
sg_379_2	ARL4D	2492	2282	2538	2996	3887	2332
sg_29117_3	BRD7	1278	1100	464	610	553	917
sg_3223_1	HOXC6	3323	2531	3755	7891	7613	4767
sg_26061_2	HACL1	3301	4532	5636	8991	6135	8587
sg_196_1	AHR	3119	3872	4265	6168	5970	6639
sg_5005_3	ORM2	1942	2117	1930	2332	2025	1762
sg_100132916_2	FAM159B	1800	1361	258	426	381	265
sg_6567_4	SLC16A2	2682	2629	2308	3052	2798	3597
sg_29097_1	CNIH4	2938	3111	5450	8749	6310	9533
sg_162681_1	C18orf54	1237	1412	3884	6169	3993	5624
sg_81846_2	SBF2	2091	2496	2616	3311	3542	2580
sg_386676_3	KRTAP10-9	2228	3117	4798	5799	6439	6817
sg_64174_3	DPEP2	3369	3619	4356	8210	8226	6896
sg_644168_2	DRGX	2457	3276	3661	4660	5160	5031
sg_10333_4	TLR6	1249	2154	2360	2953	3534	3152
sg_197358_4	NLRC3	3433	4619	4138	8992	8398	7019
sg_51339_2	DACT1	2435	1041	89	63	254	131
sg_57510_2	XPO5	3963	3664	1052	1167	924	980
sg_80335_1	WDR82	2012	919	0	0	0	0
sg_643236_1	TMEM72	1048	828	480	882	233	514
sg_8456_1	FOXN1	2900	2392	1688	2614	1707	1533
sg_339883_2	C3orf35	2397	2962	3823	5694	4981	4073
sg_390174_2	OR9G1	3662	4509	5266	8220	5314	6459
sg_729359_4	PLIN4	2025	2593	2921	4968	2674	2699
sg_9196_3	KCNAB3	1430	1831	2228	2408	1224	1549
sg_57615_1	ZNF492	804	169	18	0	3	9
sg_8510_4	MMP23B	2931	4225	4256	4935	5267	4280
sg_390437_4	OR4N5	3649	4044	1622	1955	1312	1167
sg_2044_1	EPHA5	1810	1846	2100	2580	2289	3257
sg_401993_2	OR2T5	1008	1075	521	1336	887	671
sg_11283_4	CYP4F8	2402	2211	1785	2137	2082	2588
sg_7703_2	PCGF2	2441	2479	1976	2524	2421	1235
sg_148170_4	CDC42EP5	2266	2871	2320	3101	3421	4544
sg_80863_3	PRRT1	2280	2836	4960	5818	4036	3502
sg_83879_3	CDCA7	1254	1089	919	1896	774	952
sg_6615_2	SNAI1	1351	1881	2655	3677	2892	2414
sg_221391_1	OPN5	4480	4286	6288	8981	8496	9021
sg_257062_3	CATSPERD	663	313	189	288	319	159
sg_3096_3	HIVEP1	2465	2639	1525	1501	2017	2929
sg_124872_4	B4GALNT2	1148	1212	768	1778	1250	1033
sg_10531_3	PITRM1	1807	2346	1081	2743	2842	2498
sg_85395_2	FAM207A	1804	1750	1609	3177	2771	2355
sg_153527_4	ZMAT2	3298	2915	780	832	1223	532
sg_162282_3	ANKFN1	2110	2608	3174	3815	2225	3460
sg_26137_4	ZBTB20	1442	980	642	627	564	447
sg_5507_3	PPP1R3C	923	789	392	598	317	412
sg_11335_4	CBX3	531	604	886	2094	2139	2228
sg_4675_2	NAP1L3	1665	2431	1827	2230	1463	1746
sg_10203_4	CALCRL	2012	1437	919	1301	887	912
sg_404734_3	ANKHD1-EIF4EBP3	1814	2794	3100	4083	3239	3627
sg_NTC_755	Non_Targeting_Control_755	2590	4141	5784	12265	6569	7238
sg_10269_4	ZMPSTE24	767	602	781	1777	842	575
sg_57513_1	CASKIN2	2002	2015	2587	4031	3336	3933
sg_285311_2	C3orf56	1231	1421	1274	1444	1755	1210
sg_55040_3	EPN3	2520	2491	1073	2183	2069	1641
sg_79269_2	DCAF10	372	295	618	961	705	710
sg_55082_3	ARGLU1	164	316	330	82	207	15
sg_170689_1	ADAMTS15	2075	2268	2668	3091	3734	2690
sg_377677_3	CA13	1515	1170	613	1171	399	1100
sg_126204_2	NLRP13	2099	3388	4952	7399	6459	4366
sg_653067_4	XAGE1E	2606	2452	1809	2393	2681	4315
sg_5538_2	PPT1	1446	1454	944	2356	1128	670
sg_54929_1	TMEM161A	1425	1251	694	1397	1348	1500
sg_1758_2	DMP1	805	778	609	1063	927	811
sg_130814_3	PQLC3	1402	2021	3076	2987	2477	1943
sg_219986_1	OR4D11	1121	1338	1186	1717	1905	1406
sg_2171_2	FABP5	2271	3024	3087	4198	4163	2899
sg_653121_2	ZBTB8A	1610	1955	1997	3257	3311	3490
sg_84838_3	ZNF496	671	1155	733	1114	1126	898
sg_378949_1	RBMY1D	840	1125	1327	904	1290	666
sg_2327_4	FMO2	1250	1250	589	983	1520	989
sg_1543_1	CYP1A1	3610	4291	3776	6999	6593	5605
sg_NTC_544	Non_Targeting_Control_544	2692	4000	5996	10488	9658	7419
sg_1121_3	CHM	1291	1970	1858	4116	1505	1704
sg_140458_3	ASB5	318	566	891	1151	1317	576
sg_1173_4	AP2M1	1468	600	50	12	56	12
sg_56892_1	C8orf4	1997	3232	3520	6338	6312	5518
sg_NTC_784	Non_Targeting_Control_784	1915	2988	20657	26287	22888	21650
sg_51631_2	LUC7L2	1552	1172	132	57	31	60
sg_79939_4	SLC35E1	1291	1290	1196	1374	969	706
sg_162979_4	ZNF296	980	1516	2355	2382	2443	1542
sg_9890_2	LPPR4	2358	2658	2339	4533	3032	4172
sg_253190_2	SERHL2	2698	4076	3990	7703	6339	7312
sg_283431_3	GAS2L3	1265	1696	1755	2785	2278	2490
sg_283518_3	KCNRG	2008	2627	3555	4485	4111	3757
sg_192668_2	CYS1	2576	1929	527	904	1093	451
sg_7067_1	THRA	3520	3323	2937	2748	3306	3437
sg_9168_1	TMSB10	1105	934	429	660	375	609
sg_29930_3	PCDHB1	2053	2405	1203	1924	1823	1898
sg_22999_2	RIMS1	2018	1695	743	1717	1828	1048
sg_51602_3	NOP58	1202	263	0	0	28	58
sg_3203_2	HOXA6	2194	3176	3345	6109	5189	5398
sg_404672_3	GTF2H5	917	1075	895	1236	871	1531
sg_10913_2	EDAR	2508	2083	1547	1924	2808	1978
sg_126208_1	ZNF787	3615	5525	8547	13670	10365	10694
sg_139886_1	SPIN4	777	1127	1541	1801	997	1666
sg_442862_4	PRY2	3195	4604	5455	8637	7265	5982
sg_22955_3	SCMH1	2913	2827	2416	3499	2757	3209
sg_865_3	CBFB	1180	1048	447	395	486	708
sg_23553_1	HYAL4	1873	2320	2291	3397	3084	3505
sg_6097_2	RORC	2017	1823	1505	1820	2487	1895
sg_8209_3	C21orf33	1162	1264	820	1180	1214	901
sg_284306_3	ZNF547	3665	4467	4644	9277	8432	5496
sg_100271927_3	RASA4B	1259	1277	1007	1553	1453	1922
sg_411_1	ARSB	1971	2142	1653	2655	2090	2534
sg_57214_3	CEMIP	627	723	604	1189	1007	914
sg_8789_1	FBP2	3564	3092	1834	3499	3003	2450
sg_54797_1	MED18	4225	3364	1567	2486	1377	1446
sg_83953_4	FCAMR	1983	2258	1643	3195	1816	2158
sg_78990_1	OTUB2	1546	2528	3244	4633	2804	4629
sg_57495_4	NWD2	968	995	902	1803	1444	1198
sg_9147_1	NEMF	1778	1200	77	318	81	231
sg_2690_4	GHR	1826	2974	3646	4537	5915	4597
sg_220081_3	ERICH6B	2465	2968	3124	5897	4012	4036
sg_79830_1	ZMYM1	1911	2230	3061	3340	3010	5154
sg_NTC_502	Non_Targeting_Control_502	3128	4575	7335	9317	7839	8912
sg_55746_3	NUP133	1611	817	415	486	285	476
sg_267004_3	PGBD3	2638	824	133	115	14	47
sg_219965_4	OR5B17	835	1084	987	2388	1875	1253
sg_55696_2	RBM22	1580	288	20	6	8	0
sg_80125_1	CCDC33	1200	1561	1101	1040	1299	1192
sg_3373_1	HYAL1	2947	2489	1372	3125	2809	2221
sg_401285_1	TCP10L2	1667	2115	1633	3114	2247	1907
sg_4599_1	MX1	2653	2795	2553	4540	2967	4225
sg_54965_1	PIGX	1830	2692	4286	6870	5824	6620
sg_10435_1	CDC42EP2	1879	1831	1723	1429	1152	1361
sg_51428_1	DDX41	3891	918	0	33	7	0
sg_284119_1	PTRF	2471	2666	3392	3726	4593	3251
sg_100131755_1	ARMCX4	1559	1872	3406	5619	3239	4220
sg_84247_3	LDOC1L	3098	3919	5338	8237	6720	5276
sg_245915_4	DEFB112	3497	4647	6218	9268	11899	10933
sg_2628_3	GATM	1784	1969	1705	3022	1882	3946
sg_114825_3	PWWP2A	905	872	600	1083	797	605
sg_NTC_224	Non_Targeting_Control_224	2819	3520	4165	8314	7324	9683
sg_9748_2	SLK	1999	2806	2017	3737	2356	3829
sg_170825_2	GSX2	2015	2614	2802	3563	3767	4363
sg_26609_1	VCX	2107	2645	1263	2170	1445	1697
sg_64403_4	CDH24	1912	1552	735	1411	672	1205
sg_51751_4	HIGD1B	1293	1110	409	663	544	663
sg_347741_1	OTOP3	1524	1914	1732	3278	2008	2078
sg_7139_1	TNNT2	932	798	252	475	295	569
sg_7189_1	TRAF6	1232	1736	1330	1532	2164	1843
sg_1896_3	EDA	1177	1359	1093	1858	1899	793
sg_26267_2	FBXO10	1583	1669	1133	2357	1518	1616
sg_8690_4	JRKL	1912	2428	2658	2576	2714	4246
sg_5612_2	PRKRIR	1094	1624	911	379	873	808
sg_283464_3	GXYLT1	2652	2381	2415	3954	3307	3257
sg_2994_4	GYPB	1046	1275	1270	2719	1450	1498
sg_57526_1	PCDH19	1157	1255	2160	3450	2189	2087
sg_23283_4	CSTF2T	2975	3357	3340	4902	4152	4087
sg_9768_1	KIAA0101	1615	1716	2122	2734	2591	3272
sg_118980_2	SFXN2	1716	1914	3385	3324	4263	5039
sg_30014_4	SPANXA1	2029	2101	1269	1373	1382	1801
sg_10933_1	MORF4L1	3230	1465	686	864	1253	1280
sg_2172_1	FABP6	1326	1542	1066	3157	1583	2394
sg_84641_3	HIATL1	373	608	475	425	662	600
sg_441670_4	OR4M1	1953	2194	892	2358	1311	780
sg_23581_1	CASP14	3023	2983	2728	3359	4574	4669
sg_5208_4	PFKFB2	1826	1845	1248	1600	1596	1287
sg_57158_3	JPH2	2665	3241	2068	3765	2715	3528
sg_5316_1	PKNOX1	2289	3056	758	1931	1069	1087
sg_201456_3	FBXO15	4457	5564	5653	8945	7243	8476
sg_3158_3	HMGCS2	549	329	209	131	30	77
sg_55171_3	TBCCD1	862	864	1009	1825	1158	1288
sg_645121_3	CCNI2	1846	1946	1665	2237	1587	2221
sg_84961_3	FBXL20	1685	1640	1328	1463	3094	2979
sg_3755_3	KCNG1	2187	2001	1418	1814	1637	1902
sg_5902_2	RANBP1	2016	1418	1249	1011	1195	990
sg_4496_1	MT1H	2058	1141	1391	1771	1080	1368
sg_146325_3	PRR35	2381	3490	2752	5104	3783	4696
sg_219429_3	OR4C11	2536	3237	2938	4584	3279	2560
sg_11186_3	RASSF1	1689	2510	3331	4151	2881	3122
sg_10052_1	GJC1	2590	2756	4312	5606	3512	4335
sg_4781_1	NFIB	1306	1719	3278	4258	3431	3258
sg_56477_1	CCL28	3352	3604	6696	10004	7129	6554
sg_364_4	AQP7	2429	240	0	0	8	0
sg_64794_2	DDX31	2536	3543	1733	2153	2498	2966
sg_9376_1	SLC22A8	1409	1535	1161	2604	1641	1944
sg_284565_3	NBPF15	1717	372	0	0	17	0
sg_125058_1	TBC1D16	1904	1995	1649	2291	2084	2145
sg_51593_3	SRRT	681	471	316	619	317	370
sg_8396_4	PIP4K2B	2154	2188	1608	2844	1029	1489
sg_84287_4	ZDHHC16	1810	2154	2262	4108	2746	2493
sg_9946_3	CRYZL1	1710	2352	1446	2679	2665	2747
sg_4337_1	MOCS1	3396	2558	1653	3421	2125	3148
sg_5780_1	PTPN9	3331	3658	4540	7750	6071	6224
sg_57381_1	RHOJ	1894	1690	2329	2363	1744	2400
sg_121643_3	FOXN4	1076	1354	2191	3292	1447	2072
sg_2937_1	GSS	2323	2164	1900	2194	487	2080
sg_285220_1	EPHA6	2955	2854	2343	4722	3396	3306
sg_285966_3	TCAF2	2142	2225	1865	2626	2922	3292
sg_9921_1	RNF10	1606	1444	1220	1137	1680	1149
sg_3764_2	KCNJ8	2176	2380	1258	2432	3365	3669
sg_5756_2	TWF1	1530	1456	1751	2846	1743	1040
sg_5521_3	PPP2R2B	2410	2766	1670	2560	1960	2117
sg_9543_4	IGDCC3	2521	2621	2988	2674	3318	3046
sg_3094_4	HINT1	732	833	461	1029	1232	540
sg_728229_1	TMEM191B	3069	1719	938	704	1062	502
sg_10481_4	HOXB13	2663	3175	3459	4905	2648	3149
sg_2939_2	GSTA2	1253	470	637	609	1024	1010
sg_10513_1	APPBP2	1321	1656	1547	2609	2455	2166
sg_10172_1	ZNF256	3211	4185	4049	7214	4822	6884
sg_9082_2	XKRY	1536	2427	4540	6691	3982	4366
sg_84326_3	C16orf13	928	1206	1162	2261	1573	1181
sg_81850_1	KRTAP1-3	1557	2068	2460	3200	3097	3580
sg_339344_1	MYPOP	3587	3421	2185	3376	2195	2332
sg_286336_1	FAM78A	1840	2336	1686	4007	2307	2763
sg_56521_1	DNAJC12	2767	3724	3096	5074	2860	3721
sg_84461_1	NEURL4	3843	3906	1689	1905	1595	2156
sg_84726_2	PRRC2B	2961	3610	2263	3152	4074	3736
sg_162963_4	ZNF610	799	685	523	328	590	1061
sg_81608_2	FIP1L1	2117	864	83	136	32	21
sg_8704_3	B4GALT2	1805	1632	1501	2258	2039	2205
sg_203190_1	LGI3	1452	2010	1892	4957	2499	2402
sg_3799_3	KIF5B	1517	1870	942	960	709	858
sg_80144_4	FRAS1	1055	1296	912	2870	1524	1193
sg_91775_2	NXPE3	1753	917	809	1103	584	611
sg_348654_4	GEN1	1915	2325	1253	2050	687	1464
sg_84700_4	MYO18B	2323	2657	1691	2465	2414	1828
sg_25912_1	C1orf43	1427	1415	1049	1564	1248	1179
sg_23295_3	MGRN1	1958	2069	1454	1268	1426	1737
sg_100652748_4	TIMM23B	2315	2314	1265	2194	1283	1879
sg_619189_4	SERINC4	2053	1647	1053	1259	1322	926
sg_84629_3	TNRC18	3811	4018	3316	5643	5992	4942
sg_4604_1	MYBPC1	2928	2497	1697	3233	2590	2778
sg_152816_4	C4orf26	3858	4049	3439	4944	3981	3717
sg_5514_1	PPP1R10	3037	2345	1411	3209	1900	2025
sg_9340_4	GLP2R	3767	3427	3553	3473	2846	2384
sg_64745_1	METTL17	988	1575	271	644	301	412
sg_162282_1	ANKFN1	1128	1697	899	2807	1665	1338
sg_56903_3	PAPOLB	5605	6267	7528	9434	7628	9910
sg_57469_2	PNMAL2	2982	3007	1014	3270	1830	1458
sg_9446_2	GSTO1	1885	2690	4378	6051	4983	5591
sg_6812_2	STXBP1	2021	2713	2258	4721	3107	2682
sg_26088_1	GGA1	3525	2899	2339	2590	2233	1682
sg_1607_1	DGKB	3124	3563	3152	4839	4494	4151
sg_254170_1	FBXO33	2335	3073	1270	2867	4213	2698
sg_60386_1	SLC25A19	4745	5231	2991	3900	2984	3352
sg_91977_1	MYOZ3	1326	2281	5915	5849	5562	4528
sg_132724_3	TMPRSS11B	1746	2159	2227	3245	2590	2716
sg_922_3	CD5L	2519	3452	6621	7741	5590	6194
sg_5833_1	PCYT2	3974	4327	56	117	256	92
sg_139322_4	APOOL	1526	1865	1704	3784	1755	2011
sg_3038_1	HAS3	2695	2376	2856	3835	3000	5060
sg_84839_1	RAX2	1954	2103	1880	3753	3899	1776
sg_80201_2	HKDC1	1828	1916	2150	2776	1661	3100
sg_114659_4	LRRC37B	365	290	423	344	39	28
sg_25807_1	RHBDD3	2496	2616	3121	3595	4620	2958
sg_2539_2	G6PD	3561	4929	1749	1937	1807	1830
sg_NTC_723	Non_Targeting_Control_723	1784	2994	14028	16036	13919	12163
sg_56_3	ACRV1	2530	3866	3708	4269	3268	4438
sg_54739_4	XAF1	2674	3140	3901	5830	3051	3838
sg_8828_2	NRP2	962	1383	662	1285	950	579
sg_1742_2	DLG4	998	1018	394	365	112	430
sg_9093_2	DNAJA3	1031	1014	645	704	479	1452
sg_474_3	ATOH1	689	722	684	1992	2204	867
sg_3660_4	IRF2	893	1115	492	1232	547	867
sg_84873_2	ADGRG7	2811	2679	2866	4987	3931	3902
sg_55706_2	NDC1	3096	2985	280	1077	708	960
sg_10959_1	TMED2	1879	1316	16	22	52	96
sg_8906_1	AP1G2	2144	2257	1691	1492	1398	1305
sg_10861_4	SLC26A1	2977	3777	3547	5081	3169	3697
sg_345_3	APOC3	3625	3978	3029	4806	3598	2563
sg_1446_2	CSN1S1	906	1907	2484	5759	4536	2656
sg_63891_1	RNF123	2161	2384	1369	2147	1608	1729
sg_5733_2	PTGER3	1343	1996	1613	2180	1578	1693
sg_25840_2	METTL7A	2167	1714	1647	2162	1682	2013
sg_NTC_205	Non_Targeting_Control_205	2381	3161	5167	8095	5648	4820
sg_9679_1	FAM53B	4863	6585	4654	8137	7283	6305
sg_140564_4	APOBEC3D	1026	1704	1406	2746	2107	2220
sg_199223_2	TTC21A	1609	1682	459	1215	1585	1155
sg_9356_2	SLC22A6	2848	4531	6069	8569	7153	7044
sg_10554_2	AGPAT1	1468	1309	662	725	506	774
sg_114798_4	SLITRK1	1451	1817	1460	1981	3100	2674
sg_10128_2	LRPPRC	951	911	86	57	78	99
sg_345611_1	IRGM	1182	1606	1857	2399	2673	2391
sg_8671_1	SLC4A4	3443	3843	3701	5136	3597	5005
sg_100287226_3	ZNF729	2577	4105	5126	8351	7746	7820
sg_2297_1	FOXD1	618	716	231	341	361	402
sg_6455_3	SH3GL1	1645	2072	2715	3019	2521	2210
sg_51167_2	CYB5R4	1244	906	66	36	11	30
sg_1178_4	CLC	2933	4517	4910	5418	4389	3859
sg_2975_4	GTF3C1	1343	897	50	263	34	28
sg_23581_3	CASP14	3080	3478	3593	5228	6480	6734
sg_100507608_2	KRTAP9-6	2450	3037	2413	2726	2854	3186
sg_3441_4	IFNA4	981	1696	3725	6495	6418	4285
sg_57406_4	ABHD6	1217	1270	1557	2784	2153	2077
sg_83401_2	ELOVL3	1637	2085	3636	2690	2549	3163
sg_23313_1	KIAA0930	1751	2554	3161	3388	3202	3100
sg_59272_3	ACE2	2790	3259	2685	4369	3242	4342
sg_3329_3	HSPD1	491	278	8516	9336	8013	7204
sg_84314_1	TMEM107	2518	2697	2174	3379	1710	2006
sg_23383_4	MAU2	2763	2826	2962	4970	3125	3330
sg_84888_2	SPPL2A	2299	1899	2096	2671	2415	4171
sg_51439_2	FAM8A1	864	1085	707	1273	1390	1057
sg_170954_1	PPP1R18	1237	806	298	770	1082	1259
sg_6919_4	TCEA2	892	868	940	1843	1256	1847
sg_644186_4	SYCE3	1960	2347	1924	2380	3685	2040
sg_3667_3	IRS1	2068	2648	1696	3366	2817	2145
sg_374920_4	C19orf68	2629	3861	4395	6069	4265	3867
sg_54861_1	SNRK	1120	1060	711	203	1013	634
sg_27090_4	ST6GALNAC4	1755	2098	2956	4252	3015	2324
sg_57333_1	RCN3	2363	2721	2082	2165	2637	3934
sg_785_3	CACNB4	1251	1507	1141	1419	2602	1356
sg_728340_2	GTF2H2C	1967	2960	2837	3241	3490	3215
sg_10257_1	ABCC4	2958	3541	5805	6840	4308	4246
sg_79165_4	LENG1	3302	3247	4484	4687	2697	4127
sg_151516_1	ASPRV1	2402	3110	1858	2172	1754	1918
sg_5689_3	PSMB1	1824	199	112	216	70	41
sg_116028_1	RMI2	2440	3928	4437	5201	5712	4941
sg_860_1	RUNX2	2029	1950	897	2840	2300	1805
sg_7165_1	TPD52L2	1911	1990	1210	2046	1836	1544
sg_27131_2	SNX5	1247	1245	1626	3027	1720	2249
sg_140564_2	APOBEC3D	682	736	484	967	682	1053
sg_115_1	ADCY9	1201	1339	947	986	1023	745
sg_2266_2	FGG	1833	2772	4350	10236	5830	6512
sg_10480_1	EIF3M	3008	2355	712	880	1016	1375
sg_9626_4	GUCA1C	1054	937	426	1523	1602	808
sg_128859_4	BPIFB6	942	956	1477	2492	1205	1413
sg_51320_1	MEX3C	2041	2604	3736	3965	4057	4885
sg_7015_1	TERT	2407	2843	3398	4814	3662	3930
sg_219931_4	TPCN2	3112	3194	2306	2401	2510	3074
sg_3159_2	HMGA1	1466	327	1	27	71	0
sg_4204_1	MECP2	1389	1733	970	1075	1169	1316
sg_51116_1	MRPS2	1372	1971	261	568	264	161
sg_440400_1	RNASEK	2257	803	9	68	0	0
sg_NTC_220	Non_Targeting_Control_220	3436	5628	21448	26574	19176	18833
sg_353355_3	ZNF233	1144	1469	704	1013	1021	862
sg_1300_1	COL10A1	1633	1747	1505	1783	1562	1979
sg_55293_2	UEVLD	3667	4798	5530	7687	8127	6850
sg_84142_2	FAM175A	3257	3871	3065	4559	4181	4077
sg_133558_1	MROH2B	2776	3203	2466	6630	4710	4057
sg_342926_1	ZNF677	1286	1752	1890	1830	1720	1445
sg_10473_2	HMGN4	688	944	582	774	971	891
sg_400830_3	DEFB132	405	618	368	523	853	502
sg_9367_3	RAB9A	1604	2435	3851	6500	5122	4905
sg_414236_3	C10orf55	3136	2918	1536	4475	2481	3097
sg_8078_2	USP5	3027	1627	574	1369	306	437
sg_57477_2	SHROOM4	911	1046	1291	2984	2460	3443
sg_1967_1	EIF2B1	1181	1121	107	396	138	138
sg_84668_3	FAM126A	1696	2071	2978	3899	2985	2738
sg_84658_1	ADGRE3	1800	2211	2870	2975	3234	2933
sg_3227_1	HOXC11	2159	1672	849	1412	873	1169
sg_250_1	ALPP	1782	2343	2554	4390	4005	4761
sg_55146_2	ZDHHC4	2434	3131	3823	6223	4688	4253
sg_196394_4	AMN1	1317	1881	2192	3660	1191	1825
sg_64109_2	CRLF2	528	719	792	1303	1337	1375
sg_1443_4	CSH2	1429	1205	997	1149	873	1151
sg_2158_2	F9	792	910	517	1297	2658	1254
sg_29068_2	ZBTB44	1631	1687	1304	1516	2600	1457
sg_6855_3	SYP	3810	5078	9965	14196	12713	11386
sg_283991_1	UBALD2	1870	1961	1656	2557	1927	2601
sg_90529_1	STPG1	2835	2951	2444	3200	3166	3060
sg_83479_1	DDX59	1386	1614	7	182	0	51
sg_143570_2	XRRA1	2926	3392	2874	4159	3301	3636
sg_9180_1	OSMR	2738	3734	4175	8008	7472	7726
sg_5201_1	PFDN1	1916	1470	69	67	33	0
sg_387119_2	CEP85L	893	796	956	1196	1456	794
sg_1503_1	CTPS1	2651	2851	324	508	463	515
sg_221527_4	ZBTB12	1048	1463	1607	2210	2683	2078
sg_55250_1	ELP2	2559	2380	281	303	109	220
sg_NTC_642	Non_Targeting_Control_642	2917	4754	6758	9992	7594	6205
sg_285761_3	DCBLD1	2565	3548	3505	3424	5327	4629
sg_9847_2	C2CD5	1603	1298	882	1106	998	953
sg_399_2	RHOH	1363	2001	2631	4108	2486	2604
sg_8666_1	EIF3G	867	461	334	807	885	686
sg_25807_4	RHBDD3	2497	2241	3032	3036	2677	3403
sg_92359_3	CRB3	1975	2729	1551	3286	3410	2683
sg_1361_4	CPB2	2336	2411	1950	2978	2118	2504
sg_10807_3	SDCCAG3	1349	1321	1320	1643	1463	1581
sg_1809_1	DPYSL3	1442	2063	998	2504	1301	1599
sg_23157_1	SEPT6	2866	3652	3668	6740	4099	5369
sg_81611_1	ANP32E	601	570	161	54	125	291
