"","Gene","score","fdr","lfc","normZ","rank","fdr_synth","geneType","Classification"
"9946","SLC12A3",0.46497,0.996646,-3.0194,-0.55,5085,0.99,NA,"other"
"9947","CNTN1",0.46499,0.996646,0.030164,0.79,13857,0.993,NA,"other"
"9948","HINT2",0.46521,0.996646,-0.0059359,0.01,8864,0.99,NA,"other"
"9949","NNAT",0.46531,0.996646,1.0178,1.54,16509,0.998,NA,"other"
"9950","ERRFI1",0.46538,0.996646,-0.80904,-0.02,8649,0.99,NA,"other"
"9951","KCNK15",0.46538,0.996646,-2.4341,0.18,10092,0.99,NA,"other"
"9952","IL21",0.46538,0.996646,-0.69449,0.14,9796,0.99,NA,"other"
"9953","SNCAIP",0.46538,0.996646,-2.4744,0.1,9457,0.99,NA,"other"
"9954","TSPAN12",0.46538,0.996646,-1.3658,-0.26,6934,0.99,NA,"other"
"9955","GPN2",0.46538,0.996646,-2.4744,-0.03,8572,0.99,NA,"other"
"9956","TXNDC17",0.46538,0.996646,-0.73866,0,8795,0.99,NA,"other"
"9957","CTPS2",0.46538,0.996646,-2.4744,0.2,10246,0.99,NA,"other"
"9958","OR2Z1",0.46538,0.996646,-2.4744,0.81,13965,0.993,NA,"other"
"9959","RPS6KB2",0.46538,0.996646,-2.4744,-0.25,7065,0.99,NA,"other"
"9960","RBM12",0.46538,0.996646,-2.4744,-0.02,8601,0.99,NA,"other"
"9961","IVL",0.46538,0.996646,-2.2569,0.38,11408,0.99,NA,"other"
"9962","TSPAN9",0.46542,0.996646,-1.7232,-0.27,6875,0.99,NA,"other"
"9963","WNT3A",0.46543,0.996646,-0.80409,-0.44,5778,0.99,NA,"other"
"9964","KITLG",0.46548,0.996646,-1.015,0.33,11071,0.99,NA,"other"
"9965","CD274",0.46552,0.996646,-2.5646,-0.77,3804,0.99,NA,"other"
"9966","ACTR8",0.46565,0.996646,-2.1817,-0.07,8239,0.99,"Essential","Essential"
"9967","C21orf2",0.46601,0.996646,-2.1737,-0.44,5750,0.99,NA,"other"
"9968","PF4V1",0.46618,0.996646,-0.77239,0.5,12225,0.99,NA,"other"
"9969","SYDE1",0.46622,0.996646,-2.2908,-0.22,7257,0.99,NA,"other"
"9970","SLC25A23",0.46622,0.996646,-2.5857,-0.51,5330,0.99,NA,"other"
"9971","TWIST1",0.46622,0.996646,-2.1703,-0.01,8660,0.99,NA,"other"
"9972","FBLIM1",0.46622,0.996646,-3.0181,-0.54,5096,0.99,NA,"other"
"9973","FCRLB",0.46625,0.996646,-1.6189,-0.7,4190,0.99,NA,"other"
"9974","CYP7B1",0.46643,0.996646,-0.31648,0.36,11272,0.99,NA,"other"
"9975","ELF4",0.46648,0.996646,0.63862,1.38,16146,0.997,NA,"other"
"9976","URB2",0.46648,0.996646,-2.6523,0.18,10071,0.99,NA,"other"
"9977","TSG101",0.46648,0.996646,-2.6523,0.18,10066,0.99,NA,"other"
"9978","ANAPC5",0.46648,0.996646,-2.6523,0.18,10073,0.99,"Essential","Essential"
"9979","TTC9B",0.46648,0.996646,-2.6523,0.18,10067,0.99,NA,"other"
"9980","VN1R4",0.46648,0.996646,-2.6523,0.18,10069,0.99,"Nonessential","Nonessential"
"9981","NSMCE1",0.46648,0.996646,-2.6523,0.18,10072,0.99,NA,"other"
"9982","OR2AJ1",0.46648,0.996646,-2.6523,0.18,10068,0.99,NA,"other"
"9983","RHOJ",0.46649,0.996646,-0.0087494,0.65,13096,0.992,NA,"other"
"9984","EIF3D",0.46653,0.996646,-1.5625,-0.25,7040,0.99,NA,"other"
"9985","KCTD11",0.46672,0.996646,-1.0072,-0.3,6681,0.99,NA,"other"
"9986","AASS",0.46672,0.996646,-1.1135,-0.35,6330,0.99,NA,"other"
"9987","TTL",0.46672,0.996646,-1.239,-0.29,6787,0.99,NA,"other"
"9988","SOBP",0.46681,0.996646,-2.3414,-0.26,6972,0.99,NA,"other"
"9989","KANSL2",0.46681,0.996646,-2.3076,-0.18,7509,0.99,"Essential","Essential"
"9990","ZNF790",0.46685,0.996646,-0.39848,0.03,8997,0.99,NA,"other"
"9991","SOCS4",0.46702,0.996646,0.14144,0.54,12485,0.991,NA,"other"
"9992","TPSAB1",0.46705,0.996646,-0.82382,0.07,9280,0.99,NA,"other"
"9993","EXOC3L4",0.46707,0.996646,1.1326,0.93,14580,0.993,NA,"other"
"9994","AKAP8L",0.46712,0.996646,-2.1215,0.84,14128,0.993,NA,"other"
"9995","GORASP1",0.4673,0.996646,-1.3118,0.38,11390,0.99,NA,"other"
"9996","RSPO4",0.4673,0.996646,-2.2642,-0.46,5639,0.99,NA,"other"
"9997","PCDHGB3",0.4674,0.996646,-2.4114,-0.3,6670,0.99,NA,"other"
"9998","DNAI1",0.4674,0.996646,-2.5383,-0.36,6253,0.99,NA,"other"
"9999","MYL5",0.46751,0.996646,-1.7131,0.26,10567,0.99,NA,"other"
"10000","SSR2",0.46751,0.996646,-1.8571,-0.37,6184,0.99,NA,"other"
"10001","GNA11",0.46761,0.996646,-1.6861,0.01,8834,0.99,NA,"other"
"10002","NELFE",0.46784,0.996646,0.79318,1.43,16278,0.997,NA,"other"
"10003","OCIAD2",0.46794,0.996646,0.18337,0.78,13795,0.993,NA,"other"
"10004","ATP13A3",0.4681,0.996646,-2.6472,0.08,9362,0.99,NA,"other"
"10005","GPR31",0.4681,0.996646,-2.6472,0.08,9360,0.99,NA,"other"
"10006","VPS37A",0.4681,0.996646,-2.6472,0.08,9363,0.99,NA,"other"
"10007","RNF112",0.4681,0.996646,-2.6472,0.08,9361,0.99,NA,"other"
"10008","USP37",0.46815,0.996646,-0.9109,0.16,9895,0.99,NA,"other"
"10009","TMTC1",0.46817,0.996646,-2.204,-0.47,5539,0.99,NA,"other"
"10010","DAZL",0.4682,0.996646,-0.74688,0.11,9569,0.99,"Nonessential","Nonessential"
"10011","TMEM115",0.46833,0.996646,-0.92486,0.25,10525,0.99,NA,"other"
"10012","MED30",0.46856,0.996646,-0.43222,0.72,13524,0.992,NA,"other"
"10013","C1orf185",0.46857,0.996646,-0.88413,-0.47,5540,0.99,NA,"other"
"10014","ZFP2",0.46866,0.996646,0.58678,1.17,15545,0.994,NA,"other"
"10015","APLP1",0.46877,0.996646,-1.4233,-0.04,8488,0.99,NA,"other"
"10016","METTL14",0.46883,0.996646,-0.86416,0.82,14039,0.993,NA,"other"
"10017","TMEM184B",0.4689,0.996646,-0.32641,0.39,11440,0.99,NA,"other"
"10018","OR2M7",0.46895,0.996646,-0.59013,0.23,10403,0.99,NA,"other"
"10019","TIMP1",0.46897,0.996646,-1.3372,0.01,8818,0.99,NA,"other"
"10020","CSNK1G2",0.46919,0.996646,-1.7444,-0.32,6551,0.99,NA,"other"
"10021","HOXA10",0.46923,0.996646,-2.4685,-0.02,8584,0.99,NA,"other"
"10022","SHISA7",0.46923,0.996646,-2.4685,-0.68,4286,0.99,NA,"other"
"10023","ZFYVE16",0.46923,0.996646,-2.4685,-0.01,8713,0.99,NA,"other"
"10024","THBS1",0.46923,0.996646,-0.62648,0.02,8887,0.99,NA,"other"
"10025","CIT",0.46923,0.996646,-1.1787,-0.04,8468,0.99,NA,"other"
"10026","UBE2T",0.46923,0.996646,-2.1301,-0.44,5772,0.99,NA,"other"
"10027","TAGLN3",0.46923,0.996646,-2.4685,0.16,9947,0.99,NA,"other"
"10028","KIF4B",0.46923,0.996646,-0.55101,-0.01,8688,0.99,NA,"other"
"10029","SLFN12",0.46923,0.996646,-0.98201,-0.11,7952,0.99,NA,"other"
"10030","AP3B1",0.46923,0.996646,-2.4685,-0.12,7932,0.99,NA,"other"
"10031","MPP5",0.46923,0.996646,-2.4685,0.56,12621,0.992,NA,"other"
"10032","NOX1",0.46923,0.996646,-2.4685,0.14,9767,0.99,NA,"other"
"10033","MMACHC",0.46923,0.996646,-2.4685,-0.52,5279,0.99,NA,"other"
"10034","PCDHGA3",0.46923,0.996646,-1.5178,0.47,12022,0.99,NA,"other"
"10035","DAPK3",0.46923,0.996646,-1.4488,0.17,10000,0.99,NA,"other"
"10036","PRPF38A",0.46923,0.996646,-2.4685,0.04,9057,0.99,NA,"other"
"10037","CREB3",0.46923,0.996646,-2.4685,0.15,9817,0.99,NA,"other"
"10038","CCM2L",0.46923,0.996646,-0.69798,0.34,11151,0.99,NA,"other"
"10039","OR3A1",0.46925,0.996646,0.54358,0.37,11347,0.99,"Nonessential","Nonessential"
"10040","HAS2",0.46939,0.996646,-0.33747,0.28,10691,0.99,NA,"other"
"10041","CHCHD6",0.46953,0.996646,-1.3813,-0.03,8548,0.99,NA,"other"
"10042","KIAA1598",0.4696,0.996646,-1.2015,0.03,9023,0.99,NA,"other"
"10043","TMEM160",0.46964,0.996646,-0.035399,0.56,12605,0.992,NA,"other"
"10044","ODF1",0.46969,0.996646,-0.62615,0.18,10060,0.99,NA,"other"
"10045","THAP1",0.46976,0.996646,0.90346,0.92,14521,0.993,NA,"other"
"10046","ZNF781",0.4698,0.996646,0.083675,0.72,13529,0.992,NA,"other"
"10047","SNRNP200",0.4699,0.996646,-0.31357,0.24,10469,0.99,NA,"other"
"10048","B3GALT6",0.47002,0.996646,-0.29843,0.29,10835,0.99,NA,"other"
"10049","GPR173",0.47011,0.996646,0.26541,0.71,13436,0.992,NA,"other"
"10050","CUL5",0.47012,0.996646,0.26543,0.72,13535,0.992,NA,"other"
"10051","CABP4",0.47022,0.996646,-0.042099,0.94,14612,0.993,NA,"other"
"10052","CDH7",0.47032,0.996646,-0.59916,0.05,9144,0.99,NA,"other"
"10053","BTN3A1",0.47055,0.996646,-0.61779,0.01,8833,0.99,NA,"other"
"10054","CACNA1D",0.47055,0.996646,-0.29616,0.48,12088,0.99,NA,"other"
"10055","ALKBH3",0.47066,0.996646,-1.3243,-0.62,4636,0.99,NA,"other"
"10056","PARS2",0.47068,0.996646,-1.9219,-0.25,7013,0.99,NA,"other"
"10057","ECHS1",0.47073,0.996646,-0.14417,-0.38,6147,0.99,NA,"other"
"10058","PRSS42",0.47076,0.996646,-0.22736,0.3,10878,0.99,NA,"other"
"10059","MAPRE3",0.47079,0.996646,0.10354,1.01,14918,0.993,NA,"other"
"10060","GATAD2A",0.4709,0.996646,-0.30483,0.07,9312,0.99,NA,"other"
"10061","TEAD2",0.471,0.996646,0.40795,1.29,15922,0.995,NA,"other"
"10062","BUD13",0.47108,0.996646,-0.47653,0.27,10622,0.99,NA,"other"
"10063","GIMAP1",0.47115,0.996646,-0.64099,-0.1,8052,0.99,NA,"other"
"10064","ATP1B1",0.4713,0.996646,-1.3355,-0.04,8489,0.99,NA,"other"
"10065","CASP5",0.47133,0.996646,-0.034604,0.23,10437,0.99,NA,"other"
"10066","IL1RL2",0.47156,0.996646,-2.2064,-0.11,7943,0.99,NA,"other"
"10067","LRTM1",0.47167,0.996646,0.47736,1.29,15914,0.995,NA,"other"
"10068","SLC46A2",0.47174,0.996646,-0.4708,-0.43,5797,0.99,NA,"other"
"10069","PSMB4",0.47177,0.996646,-0.37044,0.29,10832,0.99,"Essential","Essential"
"10070","EBF1",0.4719,0.996646,-0.64191,0.21,10282,0.99,NA,"other"
"10071","ZNF850",0.47192,0.996646,0.049064,0.26,10579,0.99,NA,"other"
"10072","DDX28",0.47196,0.996646,-2.1541,-0.06,8321,0.99,NA,"other"
"10073","ATP6V1D",0.47205,0.996646,0.1391,0.26,10577,0.99,NA,"other"
"10074","DPH1",0.4722,0.996646,-2.4626,0.33,11106,0.99,NA,"other"
"10075","PLA2G2C",0.4722,0.996646,-0.14072,0.52,12368,0.991,NA,"other"
"10076","CRHBP",0.4722,0.996646,-0.74171,0.64,13039,0.992,NA,"other"
"10077","PCED1A",0.4722,0.996646,-2.4626,-0.46,5598,0.99,NA,"other"
"10078","RAB40C",0.4722,0.996646,-0.56561,0.71,13438,0.992,NA,"other"
"10079","LILRB4",0.4722,0.996646,-2.4626,-0.07,8274,0.99,NA,"other"
"10080","NUP88",0.4722,0.996646,-2.4626,0.36,11276,0.99,NA,"other"
"10081","C7orf34",0.47226,0.996646,-1.3372,-0.5,5388,0.99,NA,"other"
"10082","AZGP1",0.47235,0.996646,-0.56717,0.25,10534,0.99,NA,"other"
"10083","C22orf42",0.4725,0.996646,-2.2864,0.1,9515,0.99,NA,"other"
"10084","QTRTD1",0.4727,0.996646,-0.84228,0.03,9024,0.99,NA,"other"
"10085","R3HCC1L",0.47273,0.996646,0.15189,0.9,14427,0.993,NA,"other"
"10086","KIDINS220",0.47297,0.996646,-2.251,-0.55,5046,0.99,NA,"other"
"10087","RAPGEF6",0.47302,0.996646,-0.36824,0.49,12112,0.99,NA,"other"
"10088","HSPB1",0.47306,0.996646,-0.16837,0,8766,0.99,NA,"other"
"10089","RPF2",0.47307,0.996646,-2.1757,-0.15,7689,0.99,NA,"other"
"10090","RHCE",0.47307,0.996646,-2.997,-0.53,5201,0.99,NA,"other"
"10091","SLC15A3",0.47316,0.996646,-2.2045,0.06,9172,0.99,NA,"other"
"10092","PCDHGC5",0.47316,0.996646,-0.23606,-0.05,8370,0.99,NA,"other"
"10093","GRHL3",0.47325,0.996646,-0.37764,0.28,10751,0.99,NA,"other"
"10094","IKBKAP",0.47341,0.996646,1.4449,1.52,16475,0.998,NA,"other"
"10095","MID1IP1",0.47341,0.996646,0.86389,0.65,13109,0.992,NA,"other"
"10096","PNLDC1",0.47344,0.996646,-1.8642,-0.47,5546,0.99,NA,"other"
"10097","KDM6B",0.47361,0.996646,-2.0185,0.02,8916,0.99,NA,"other"
"10098","WISP3",0.47363,0.996646,-0.30297,0.3,10887,0.99,NA,"other"
"10099","C9orf64",0.47371,0.996646,2.0434,1.48,16402,0.998,NA,"other"
"10100","ZNF180",0.47373,0.996646,-2.1989,-0.25,7035,0.99,NA,"other"
"10101","PI15",0.47383,0.996646,-0.70684,-0.14,7760,0.99,NA,"other"
"10102","EGLN3",0.47384,0.996646,0.81938,0.71,13399,0.992,NA,"other"
"10103","GLDC",0.47384,0.996646,0.27886,0.73,13575,0.993,NA,"other"
"10104","RNF123",0.47395,0.996646,0.87876,1.54,16522,0.998,NA,"other"
"10105","PFKFB1",0.47413,0.996646,-0.79948,-0.05,8429,0.99,NA,"other"
"10106","IDH3A",0.47418,0.996646,-1.6294,0.09,9409,0.99,NA,"other"
"10107","HIF3A",0.47424,0.996646,0.67889,-0.08,8182,0.99,NA,"other"
"10108","CNIH2",0.47424,0.996646,0.13492,0.02,8891,0.99,NA,"other"
"10109","TSPEAR",0.47434,0.996646,-1.1274,0.84,14135,0.993,NA,"other"
"10110","OR8B4",0.47437,0.996646,-0.43324,-0.07,8232,0.99,NA,"other"
"10111","PEX16",0.47444,0.996646,-1.23,-0.22,7280,0.99,NA,"other"
"10112","WDR47",0.4745,0.996646,-1.9657,-0.2,7363,0.99,NA,"other"
"10113","NMD3",0.47463,0.996646,-0.010793,0.82,14024,0.993,NA,"other"
"10114","USPL1",0.47467,0.996646,-0.42278,0,8745,0.99,"Essential","Essential"
"10115","LTV1",0.47474,0.996646,-2.1637,-0.34,6406,0.99,NA,"other"
"10116","INA",0.47474,0.996646,-0.68504,-0.09,8138,0.99,NA,"other"
"10117","EIF2AK4",0.47479,0.996646,-2.2824,-0.35,6359,0.99,NA,"other"
"10118","MS4A4E",0.47482,0.996646,-1.2509,0,8737,0.99,NA,"other"
"10119","IZUMO4",0.47494,0.996646,-0.47503,0.26,10550,0.99,NA,"other"
"10120","PRRG4",0.47507,0.996646,-1.9356,-0.05,8359,0.99,NA,"other"
"10121","C8orf82",0.47524,0.996646,-0.037898,0.48,12093,0.99,NA,"other"
"10122","FAM155B",0.47527,0.996646,-1.3077,-0.06,8345,0.99,NA,"other"
"10123","CLEC2D",0.47542,0.996646,-1.6279,0.27,10682,0.99,NA,"other"
"10124","TPR",0.47548,0.996646,-1.3895,-0.01,8725,0.99,"Essential","Essential"
"10125","DOPEY2",0.47548,0.996646,-2.4802,0.14,9735,0.99,NA,"other"
"10126","SCARB2",0.47554,0.996646,-0.24125,-0.06,8358,0.99,NA,"other"
"10127","CLIP3",0.47555,0.996646,-0.48626,0.47,12038,0.99,NA,"other"
"10128","GDPD3",0.47558,0.996646,-0.40007,-0.24,7088,0.99,NA,"other"
"10129","NUPL1",0.47569,0.996646,-1.1849,0.03,8992,0.99,NA,"other"
"10130","NCR3LG1",0.47572,0.996646,0.35271,0.22,10322,0.99,NA,"other"
"10131","KCNJ5",0.47574,0.996646,-0.47144,0.49,12102,0.99,NA,"other"
"10132","COX4I2",0.47581,0.996646,1.2298,2.84,17526,1,NA,"other"
"10133","SERF2",0.47586,0.996646,0.56961,0.49,12100,0.99,NA,"other"
"10134","LYZL4",0.47591,0.996646,-0.57636,-0.01,8700,0.99,NA,"other"
"10135","GOSR1",0.47598,0.996646,-1.9677,-0.3,6666,0.99,NA,"other"
"10136","SLC19A1",0.47603,0.996646,-0.075659,0.89,14382,0.993,NA,"other"
"10137","HEXIM1",0.47605,0.996646,-0.53296,-0.54,5116,0.99,NA,"other"
"10138","ANKRD42",0.4761,0.996646,-0.22681,-0.1,8054,0.99,NA,"other"
"10139","MGAT3",0.47615,0.996646,-0.37581,0.06,9150,0.99,NA,"other"
"10140","LYSMD1",0.47618,0.996646,-0.99938,-0.11,7989,0.99,NA,"other"
"10141","CLYBL",0.47625,0.996646,0.30486,0.91,14460,0.993,NA,"other"
"10142","C22orf26",0.47634,0.996646,-0.80904,0.31,10906,0.99,NA,"other"
"10143","KCNIP1",0.47635,0.996646,-0.80904,-0.28,6791,0.99,NA,"other"
"10144","PCDHB6",0.47642,0.996646,-1.051,-0.27,6889,0.99,NA,"other"
"10145","NEIL1",0.47665,0.996646,-2.1542,-0.54,5130,0.99,NA,"other"
"10146","KANK1",0.47665,0.996646,-2.1542,-0.01,8714,0.99,NA,"other"
"10147","OR52B2",0.47665,0.996646,-2.1542,0.03,9027,0.99,NA,"other"
"10148","FLRT2",0.47667,0.996646,-1.941,-0.42,5903,0.99,NA,"other"
"10149","KIAA1919",0.47667,0.996646,-1.6674,0.54,12475,0.991,NA,"other"
"10150","HDGF",0.47667,0.996646,-1.8437,0.16,9889,0.99,NA,"other"
"10151","ASB2",0.47669,0.996646,-1.6485,-0.4,6021,0.99,NA,"other"
"10152","IER5",0.47676,0.996646,-0.23073,0.41,11576,0.99,NA,"other"
"10153","MDM2",0.47677,0.996646,-0.52131,-0.08,8148,0.99,NA,"other"
"10154","TPD52L3",0.47681,0.996646,0.50204,0.45,11928,0.99,"Nonessential","Nonessential"
"10155","CBX4",0.47689,0.996646,-0.57013,0.08,9365,0.99,NA,"other"
"10156","LSM6",0.4769,0.996646,-2.4744,0.23,10392,0.99,NA,"other"
"10157","PLA2G15",0.4769,0.996646,-2.4744,0.23,10391,0.99,NA,"other"
"10158","CTGF",0.47692,0.996646,-1.4804,0.53,12423,0.991,NA,"other"
"10159","CDKN2C",0.47698,0.996646,-0.86857,-0.28,6844,0.99,NA,"other"
"10160","DIRC3",0.47705,0.996646,-0.96524,-0.03,8567,0.99,NA,"other"
"10161","CADM2",0.47708,0.996646,-1.0141,0.29,10811,0.99,NA,"other"
"10162","GRIN3B",0.47709,0.996646,-1.3372,-0.17,7561,0.99,NA,"other"
"10163","SLC16A8",0.47709,0.996646,-1.1083,-0.12,7916,0.99,NA,"other"
"10164","SECTM1",0.47712,0.996646,-0.46863,0.05,9123,0.99,NA,"other"
"10165","OLIG2",0.47713,0.996646,-0.40102,1.08,15206,0.994,NA,"other"
"10166","ISG20",0.47721,0.996646,0.091996,0.64,13019,0.992,NA,"other"
"10167","SFXN3",0.4773,0.996646,0.057938,0.1,9478,0.99,NA,"other"
"10168","CARHSP1",0.47746,0.996646,-0.22171,0.32,11000,0.99,NA,"other"
"10169","IQCA1",0.47757,0.996646,-0.23268,0.31,10922,0.99,NA,"other"
"10170","POPDC2",0.47762,0.996646,-0.50148,0.1,9476,0.99,NA,"other"
"10171","MFSD9",0.47762,0.996646,-2.1501,-0.36,6239,0.99,NA,"other"
"10172","CCM2",0.47762,0.996646,-1.0872,-0.31,6570,0.99,NA,"other"
"10173","RC3H2",0.47782,0.996646,0.737,1.61,16626,0.999,NA,"other"
"10174","MED21",0.47786,0.996646,-0.12,0.7,13366,0.992,NA,"other"
"10175","ZNF616",0.47786,0.996646,1.528,1.62,16657,1,NA,"other"
"10176","CTSV",0.47799,0.996646,0.031905,1.06,15102,0.994,NA,"other"
"10177","QDPR",0.47813,0.996646,0.11781,0.44,11854,0.99,NA,"other"
"10178","ZFYVE20",0.47814,0.996646,-1.2997,0.02,8897,0.99,NA,"other"
"10179","CPAMD8",0.47825,0.996646,-1.1491,0.86,14211,0.993,NA,"other"
"10180","OR4C6",0.47834,0.996646,-0.90734,-0.09,8093,0.99,NA,"other"
"10181","BCR",0.47846,0.996646,-2.156,0.2,10220,0.99,NA,"other"
"10182","GALNTL5",0.47859,0.996646,-2.4867,-0.16,7625,0.99,"Nonessential","Nonessential"
"10183","TRPM6",0.47859,0.996646,-0.50846,-0.05,8366,0.99,NA,"other"
"10184","MTIF2",0.47859,0.996646,-0.78396,-0.25,7009,0.99,NA,"other"
"10185","RAPGEF3",0.47859,0.996646,-1.6739,-0.4,5992,0.99,NA,"other"
"10186","FAHD2B",0.47867,0.996646,-2.0651,0.39,11460,0.99,NA,"other"
"10187","ASTL",0.47887,0.996646,-0.90254,-0.1,8042,0.99,NA,"other"
"10188","ZNF493",0.47888,0.996646,-1.6302,0.39,11470,0.99,NA,"other"
"10189","EYA4",0.47888,0.996646,-1.8819,0.19,10111,0.99,NA,"other"
"10190","FAM151A",0.47908,0.996646,0.53671,0.72,13546,0.992,NA,"other"
"10191","DNAH8",0.47917,0.996646,0.19445,0.23,10413,0.99,NA,"other"
"10192","ASPDH",0.4792,0.996646,-0.25186,0.02,8919,0.99,NA,"other"
"10193","IL20RA",0.47927,0.996646,-0.19369,0.14,9782,0.99,NA,"other"
"10194","SH2D2A",0.4794,0.996646,-1.3542,-0.13,7797,0.99,NA,"other"
"10195","TCF7L2",0.47948,0.996646,-2.4685,0.23,10396,0.99,NA,"other"
"10196","NDE1",0.47953,0.996646,-3.1631,-0.41,5931,0.99,NA,"other"
"10197","PROB1",0.47957,0.996646,-1.1044,-0.04,8438,0.99,NA,"other"
"10198","RECQL",0.47974,0.996646,0.15635,0.77,13764,0.993,NA,"other"
"10199","GHRL",0.47983,0.996646,-0.98357,0.04,9075,0.99,NA,"other"
"10200","CXorf36",0.47991,0.996646,0.71311,2.04,17180,1,NA,"other"
"10201","BOD1L1",0.47995,0.996646,0.99606,1.64,16676,1,NA,"other"
"10202","RAPGEF1",0.48026,0.996646,-1.7357,0.53,12460,0.991,NA,"other"
"10203","NBEAL1",0.48027,0.996646,-2.3279,-0.27,6891,0.99,NA,"other"
"10204","IKBKB",0.48028,0.996646,-1.9216,-0.28,6853,0.99,NA,"other"
"10205","ZDHHC20",0.48038,0.996646,-0.17692,0.22,10328,0.99,NA,"other"
"10206","GPSM1",0.48039,0.996646,0.22204,0.5,12162,0.99,NA,"other"
"10207","SEMA5B",0.48043,0.996646,-0.53222,0.81,13958,0.993,NA,"other"
"10208","PLA2G10",0.48044,0.996646,-1.3372,-0.24,7119,0.99,NA,"other"
"10209","CPEB1",0.48058,0.996646,-0.98578,0.33,11060,0.99,NA,"other"
"10210","OR6C75",0.48074,0.996646,-0.09509,0.16,9908,0.99,NA,"other"
"10211","KRT38",0.48075,0.996646,-0.24098,0.48,12064,0.99,"Nonessential","Nonessential"
"10212","LTBP2",0.48078,0.996646,-0.010359,0.56,12599,0.992,NA,"other"
"10213","DCAF4L1",0.48082,0.996646,-1.5697,-0.14,7736,0.99,NA,"other"
"10214","ARSF",0.48086,0.996646,0.15213,0.89,14386,0.993,NA,"other"
"10215","ARNT2",0.48093,0.996646,-0.65047,0.1,9487,0.99,NA,"other"
"10216","GNG13",0.48095,0.996646,-1.3372,-0.23,7214,0.99,NA,"other"
"10217","GIGYF1",0.48109,0.996646,-2.0628,-0.44,5748,0.99,NA,"other"
"10218","GALNT1",0.48109,0.996646,-2.0724,-0.36,6255,0.99,NA,"other"
"10219","ANKH",0.48113,0.996646,-0.38853,0.01,8837,0.99,NA,"other"
"10220","CTSF",0.48115,0.996646,-0.49461,-0.51,5304,0.99,NA,"other"
"10221","NCAPD2",0.48146,0.996646,-2.4626,0.14,9763,0.99,NA,"other"
"10222","ZNF132",0.48146,0.996646,-2.4626,0.14,9764,0.99,NA,"other"
"10223","PLAC8",0.48158,0.996646,-1.2462,0.45,11878,0.99,NA,"other"
"10224","NIT2",0.48162,0.996646,-1.2716,-0.22,7281,0.99,NA,"other"
"10225","GPX1",0.48178,0.996646,0.16704,-0.14,7763,0.99,NA,"other"
"10226","ZNF155",0.48186,0.996646,-0.80904,0.97,14768,0.993,NA,"other"
"10227","CSPG4",0.48189,0.996646,-0.59105,0.7,13375,0.992,NA,"other"
"10228","SRPK1",0.482,0.996646,-0.027184,0.5,12205,0.99,NA,"other"
"10229","SPATA31A6",0.48208,0.996646,0.11532,0.42,11722,0.99,NA,"other"
"10230","CASC5",0.48212,0.996646,-0.59163,0.08,9354,0.99,NA,"other"
"10231","PQLC1",0.48212,0.996646,-1.3372,-0.16,7637,0.99,NA,"other"
"10232","NEFM",0.48222,0.996646,0.35432,1.15,15464,0.994,NA,"other"
"10233","NSMCE2",0.48228,0.996646,-2.2114,-0.76,3879,0.99,NA,"other"
"10234","STXBP2",0.48245,0.996646,-2.251,-0.85,3401,0.99,NA,"other"
"10235","C19orf47",0.48251,0.996646,-0.80904,-0.09,8106,0.99,NA,"other"
"10236","TXNRD2",0.48258,0.996646,-0.1944,0.52,12360,0.991,NA,"other"
"10237","AIDA",0.48267,0.996646,-1.4926,-0.36,6270,0.99,NA,"other"
"10238","CHMP1B",0.48286,0.996646,-1.3372,-0.58,4873,0.99,NA,"other"
"10239","CXorf28",0.48293,0.996646,-0.13832,0.34,11120,0.99,NA,"other"
"10240","MARVELD1",0.48309,0.996646,0.53032,1.23,15723,0.995,NA,"other"
"10241","SLC6A20",0.48316,0.996646,0.6784,1.2,15635,0.995,NA,"other"
"10242","NEK1",0.48322,0.996646,-0.64133,-0.04,8435,0.99,NA,"other"
"10243","SUPT6H",0.48324,0.996646,-1.4283,-0.04,8444,0.99,NA,"other"
"10244","GGA2",0.48326,0.996646,-0.37863,0.32,10959,0.99,NA,"other"
"10245","RTP1",0.48329,0.996646,-0.15133,0.33,11031,0.99,"Nonessential","Nonessential"
"10246","GPR25",0.48337,0.996646,-1.1259,-0.57,4954,0.99,NA,"other"
"10247","PAF1",0.48338,0.996646,-0.60528,0.25,10505,0.99,NA,"other"
"10248","NCOA7",0.48341,0.996646,-0.56633,0.16,9938,0.99,NA,"other"
"10249","TRAPPC9",0.48343,0.996646,-0.83422,0.33,11104,0.99,NA,"other"
"10250","OR10A7",0.48345,0.996646,-0.72994,0.21,10295,0.99,NA,"other"
"10251","FXR1",0.48349,0.996646,-0.12987,0.72,13553,0.992,NA,"other"
"10252","RAPH1",0.4835,0.996646,-0.63445,-0.2,7400,0.99,NA,"other"
"10253","MEAF6",0.48354,0.996646,-1.8829,-0.5,5353,0.99,NA,"other"
"10254","MME",0.4836,0.996646,-0.50244,-0.33,6476,0.99,NA,"other"
"10255","PMAIP1",0.48367,0.996646,-1.5428,-0.15,7714,0.99,NA,"other"
"10256","ATAD3C",0.48378,0.996646,0.2904,0.74,13639,0.993,NA,"other"
"10257","AIMP2",0.48385,0.996646,0.16327,0.36,11264,0.99,NA,"other"
"10258","MNAT1",0.48396,0.996646,-1.5685,-0.07,8256,0.99,NA,"other"
"10259","PRTFDC1",0.4842,0.996646,0.35541,0.17,9972,0.99,NA,"other"
